Publication Number,B60K6_48,Y02T10_6221,B60K6_387,B60K6_405,B60K2006_4825,Y02T10_6252,B60K6_42,B60K6_02,B60K6_26,B60K6_365,B60K6_547,B60K17_02,B60K6_40,B60K6_485,H02K7_108,H02K51_00,Y10S903_902,F16H3_66,F16D25_0638,H02K7_006
US9840139,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
US6470984,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
US9533671,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
EP1727697A1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
DE10244032A1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
US10202030,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
US20180278110A1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
US7527573,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
US20140246935A1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
US10259310,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
US9855834,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
US9896084,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
US6568494,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
DE10221625A1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
US7235904,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
WO2000010827A3,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
US9180767,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US7191856,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
US10059188,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
DE102014216323B4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CN107757336A,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
US20180111470A1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
WO2014049249A1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
WO2018050349A1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
WO2017026242A1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
US10179506,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WO2019110285A1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
US8636090,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
US20180115217A1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
US9481234,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
US7308960,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
US20170282702A1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US9308808,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
DE102015214861A1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
US20180264925A1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
WO2019105508A1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
EP1449701A1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
WO2019001853A1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DE10152808B4,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
US9068638,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WO2019105512A1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
US9446763,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
US6513609,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
US6253865,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
US20070289833A1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JP4069777B2,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
DE102005035327A1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
FR2811267B1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
US6340339,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
US9062692,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
WO2015041330A1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
CN106976388A,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
EP2094517B1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
US10239401,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
DE19954544B4,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
JP4742198B2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
WO2008025691A1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
US8549959,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
US7990004,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
US20180015818A1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
US6781272,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
US7559386,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
WO2015040283A1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US10155437,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
DE10040005A1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
US9783035,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US9586468,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US7255187,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
US10343671,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
US6307277,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
WO2019063226A1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
US9937919,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
EP0724977A1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
WO2010007128A1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DE4005623A1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
US9360055,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
WO2018024281A1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
US8322503,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
EP1693238B1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
DE102005040770B4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
US9263924,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
DE10160884A1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
US10427516,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
US10358124,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
FR2837246B1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
US9222563,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
US9809106,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US8469127,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
US10059189,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
US9702437,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
EP2946959A3,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
FR2859141A1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
EP1864035B1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
US9663097,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
US6647326,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
US10407864,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
WO2016172742A1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WO2018113819A1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US6769502,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
US6666787,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
FR2689821B1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
US20170167546A1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
US7832537,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
US10071622,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
US8983703,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
US20180320783A1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US10279672,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US20190176808A1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
EP3215381A1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
DE102005024359B4,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
FR2833537B1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
US9636987,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
US9463687,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
US6685591,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US9114699,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
US6258006,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US9180872,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
DE10130032A1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
US10106024,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
US7410436,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
US7246672,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
US10328785,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DE102016213736A1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
DE102016221115A1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
DE102015218990A1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
WO2018059926A1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US10011163,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
US9573456,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
US8771139,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
WO2019110626A1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
DE102016213742A1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
DE102016213706A1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
WO2018228738A1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
US20090186735A1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
DE102015007439B3,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
WO2016075334A1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
US10166854,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
DE10312391A1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
US10328786,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
US8992362,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
US20180266526A1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
WO2015147051A1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
US10125847,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
US20180266525A1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
US9236787,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
JP2003063261A,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
EP0876554B2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
DE4415714C2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
US20100120569A1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
EP1112885B1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1
US20050150700A1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
US7174978,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
US10024408,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US7896116,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
WO2009138227A3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1
JP2008126703A,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
DE10012494A1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
JP5250013B2,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0
JP2001241470A,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
WO2003046414A1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
US20170015306A1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US10352422,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
US7942775,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US8013483,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US7727099,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US6332504,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
US20180022202A1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
US7811191,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
EP1270302B1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
WO2015108147A1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
JP3586225B2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
WO2018228637A1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WO2019052596A1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WO2019020142A1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US6524216,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
FR2837429B1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
US7632201,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
US9764733,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
WO2018134011A1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
US9539891,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
US7811190,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
DE102006056495A1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
FR2809880B1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
US20180141542A1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
DE102012204774A1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WO2019115216A1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US7063637,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
JP2001233070A,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
DE10040354A1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
US20180099655A1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
US6703739,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
US5935035,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
US6294854,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WO2019158156A1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
US9381800,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
US9050971,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
US10124796,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
US6478101,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
US5931757,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
WO2018132092A1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
US9919592,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
US8360928,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
US9821648,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
US9683635,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
FR2898081A1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
US6590312,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
EP0506805B2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
US9653961,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US7485061,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US6508348,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
DE102011086741A1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WO2015075365A3,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WO2014025048A1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DE19939604A1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
DE19939605A1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
EP2448092A3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
US9175759,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US9654046,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
EP1389825A3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
FR2834248B1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
US8851216,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP1541401B1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FR3005906B1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US6638193,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WO2018086925A1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US8857543,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US9873424,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
US9446657,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US9849791,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US7001296,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
US10077044,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
WO2019015714A1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
US8813935,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DE102016223784A1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
US9124149,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
US6679796,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WO2018161990A1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US8920275,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
US6424126,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
WO2008151926A1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US10046753,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
US7950480,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
US5415603,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CN109278534A,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
US20180244145A1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
US5979971,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
HK1006092A,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
US10309462,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JP1999178554A,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
EP1970239B1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
US10183566,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
US9393957,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
US9132834,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
WO2018001621A1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WO2003078188A2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
US8230956,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DE10237817A1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
US7296644,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CN109278529A,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
DE102009019585A1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US6849017,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
US10205358,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
WO2006137288A1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
US20190032724A1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
US10259448,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
US20190226558A1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
US8545355,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
WO2015007283A1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US8798836,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
WO2018161996A1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US6183389,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
WO2014202068A3,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US9616738,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
WO2018157879A1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US10369879,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US9920797,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WO2010105652A1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WO2012156041A1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
US20190202281A1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
WO2019115126A1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
US9555699,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WO2018086926A1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DE3243514C2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US10315659,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FR2814121B1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
EP0826544B1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US6352489,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
EP1118496A1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
JP3940260B2,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
US9789923,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
WO2012101792A1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WO2012076239A1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
US20100180722A1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
US9677667,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EP1042135B1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20080264706A1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
