Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/547,B60K6/365,B60K6/405,B60K2006/4825,Y02T10/6252
US10023181,0,0,0,1,0,0,0,0
US10023177,0,0,0,1,0,0,0,0
DE102012222120A1,0,0,0,1,0,0,0,0
CN109139891A,0,0,0,1,0,0,0,0
DE102017216984A1,0,0,0,1,0,0,0,0
US20190225075A1,0,0,0,1,0,0,0,0
US9102226,0,0,0,1,0,0,0,0
DE102013219318A1,0,0,0,1,0,0,0,0
CN106555849A,0,0,0,1,0,0,0,0
US7955215,0,0,0,1,0,0,0,0
US9797477,0,0,0,1,0,0,0,0
DE102017126960A1,0,0,0,1,0,0,0,0
WO2019068727A1,0,0,0,1,0,0,0,0
US8066090,0,0,0,1,0,0,0,0
DE102012222117A1,0,0,0,1,0,0,0,0
US9726278,0,0,0,1,0,0,0,0
EP3277532A1,0,0,0,1,0,0,0,0
CN108202593A,0,0,0,1,0,0,0,0
US7174980,0,0,0,1,0,0,0,0
WO2017095296A1,0,0,0,1,0,0,0,0
DE102012222681A1,0,0,0,1,0,0,0,0
CN108128137A,0,0,0,1,0,0,0,0
US9150092,0,0,0,1,0,0,0,0
CN109080432A,0,0,0,1,0,0,0,0
CN109591572A,0,0,0,1,0,0,0,0
US20090227409A1,0,0,0,1,0,0,0,0
US20080223631A1,0,0,1,1,0,0,0,0
CN207594721U,0,1,1,0,0,0,0,0
US20190291717A1,0,0,0,0,1,0,0,0
DE102014222153A1,0,0,0,0,1,0,0,0
US20170324126A1,0,0,0,0,1,0,0,0
US6371878,0,0,0,0,1,0,0,0
US20190270372A1,0,0,0,0,1,0,0,0
DE102018005549A1,0,0,0,0,1,0,0,0
CN107757334A,0,0,0,0,1,0,0,0
KR1020170089650A,0,0,0,0,1,0,0,0
CN106994894A,0,0,0,0,1,0,0,0
US7029412,0,0,0,0,1,0,0,0
DE102015226683A1,0,0,0,0,1,0,0,0
CN105835686A,0,0,0,0,1,0,0,0
DE102017219106A1,0,0,0,0,1,0,0,0
US9026327,0,0,0,0,1,0,0,0
US6832148,0,0,0,0,1,0,0,0
US8795114,0,0,0,0,1,0,0,0
US9975541,0,0,0,0,1,0,0,0
CN109318697A,0,0,0,0,1,0,0,0
CN109278523A,0,0,0,0,1,0,0,0
DE19841829C2,0,0,0,0,1,0,0,0
US10369983,0,0,0,0,1,0,0,0
DE102016204725A1,0,0,0,0,1,0,0,0
WO2019125280A1,0,0,0,0,1,0,0,0
US20160318420A1,0,0,0,0,1,0,0,0
US10011265,0,0,0,0,1,0,0,0
US20020112901A1,0,0,0,0,1,0,0,0
DE102016207439A1,0,0,0,0,1,0,0,0
DE3743289A1,0,0,0,0,1,0,0,0
DE102017216304A1,0,0,0,0,1,0,0,0
CN106740048A,0,0,0,0,1,0,0,0
US20160347304A1,0,0,0,0,1,0,0,0
US7051859,0,0,0,0,1,0,0,0
US8838310,0,0,0,0,1,0,0,0
CN107953766A,0,0,0,0,1,0,0,0
US20180257478A1,0,0,0,0,1,0,0,0
CN109466306A,0,0,0,0,1,0,0,0
FR2839023B1,0,0,0,0,1,0,0,0
CN108215767A,0,0,0,0,1,0,0,0
DE102016202923A1,0,0,0,0,1,0,0,0
DE102017003194A1,0,0,0,0,1,0,0,0
US20190031181A1,0,0,0,0,1,0,0,0
US9847734,0,0,0,0,1,0,0,0
US9784367,0,0,0,0,1,0,0,0
CN106915247A,0,0,0,0,1,0,0,0
CN106915244A,0,0,0,0,1,0,0,0
FR2967620B1,0,0,0,0,1,0,0,0
CN108725175A,0,0,0,0,1,0,0,0
CN109017268A,0,0,0,0,1,0,0,0
US20190100214A1,0,0,0,0,1,0,0,0
US6579201,0,0,0,0,1,0,0,0
US8831803,0,0,0,0,1,0,0,0
US7534185,0,0,0,0,1,0,0,0
CN109435668A,0,0,0,0,1,0,0,0
DE102017220482A1,0,0,0,0,1,0,0,0
DE102017216314A1,0,0,0,0,1,0,0,0
CN106740042A,0,0,0,0,1,0,0,0
US5509491,0,0,0,0,1,0,0,0
US7458910,0,0,0,0,1,0,0,0
US8983700,0,0,0,0,1,0,0,0
US20180202502A1,0,0,0,0,1,0,0,0
US9340102,0,0,0,0,1,0,0,0
US9233606,0,0,0,0,1,0,0,0
US20190184809A1,0,0,0,0,1,0,0,0
CN106671765A,0,0,0,0,1,0,0,0
US20100217496A1,0,0,0,0,1,0,0,0
NL1023686C,0,0,0,0,1,0,0,0
US9022174,0,0,0,0,1,0,0,0
WO2018174881A1,0,0,0,0,1,0,0,0
DE3725620C2,0,0,0,0,1,0,0,0
DE102017222719A1,0,0,0,0,1,0,0,0
US20050103542A1,0,0,0,0,1,0,0,0
US6971968,0,0,0,0,1,0,0,0
US5881559,0,0,0,0,1,0,0,0
KR101664750B1,0,0,0,0,1,0,0,0
CN109263460A,0,0,0,0,1,0,0,0
US7195573,0,0,0,0,1,0,0,0
US9475378,0,0,0,0,1,0,0,0
CN106671766A,0,0,0,0,1,0,0,0
DE102016207422A1,0,0,0,0,1,0,0,0
CN107804156A,0,0,0,0,1,0,0,0
US9573587,0,0,0,0,1,0,0,0
CN107499110A,0,0,0,0,1,0,0,0
US20160061304A1,0,0,0,0,1,0,0,0
CN107672441A,0,0,0,0,1,0,0,0
WO2013111275A1,0,0,0,0,1,0,0,0
US20190111909A1,0,0,0,0,1,0,0,0
US20130225352A1,0,0,0,0,1,0,0,0
CN107825954A,0,0,0,0,1,0,0,0
CN105599588A,0,0,0,0,1,0,0,0
US7311627,0,0,0,0,1,0,0,0
US9834195,0,0,0,0,1,0,0,0
US9849772,0,0,0,0,1,0,0,0
US20190226575A1,0,0,0,0,1,0,0,0
US6962545,0,0,0,0,1,0,0,0
EP2694308B1,0,0,0,0,1,0,0,0
DE102015223281A1,0,0,0,0,1,0,0,0
SU728699A3,0,0,0,0,1,0,0,0
US5899286,0,0,0,0,1,0,0,0
US20170113535A1,0,0,0,0,1,0,0,0
DE102016204727A1,0,0,0,0,1,0,0,0
US1984830,0,0,0,0,1,0,0,0
US7238131,0,0,0,0,1,0,0,0
KR1020190025415A,0,0,0,0,1,0,0,0
US9669819,0,0,0,0,1,0,0,0
US9067582,0,0,0,0,1,0,0,0
RU2666023C1,0,0,0,0,1,0,0,0
CN107054044A,0,0,0,0,1,0,0,0
CN109203962A,0,0,0,0,1,0,0,0
US20150298534A1,0,0,0,0,1,0,0,0
DE102017219132A1,0,0,0,0,1,0,0,0
DE102017221374A1,0,0,0,0,1,0,0,0
CN108515839A,0,0,0,0,1,0,0,0
US20160101776A1,0,0,0,0,1,0,0,0
US20060207810A1,0,0,0,0,1,0,0,0
CN106915249A,0,0,0,0,1,0,0,0
US9731667,0,0,0,0,1,0,0,0
RU2669236C1,0,0,0,0,1,0,0,0
US10203024,0,0,0,0,1,0,0,0
WO2017107849A1,0,0,0,0,1,0,0,0
CN108189661A,0,0,0,0,1,0,0,0
DE102017203478A1,0,0,0,0,1,0,0,0
WO2008050054A2,0,0,0,0,1,0,0,0
CN107696848A,0,0,0,0,1,0,0,0
CN108382184A,0,0,0,0,1,0,0,0
CN108082178A,0,0,0,0,1,0,0,0
US20190017578A1,0,0,0,0,1,0,0,0
US20190301604A1,0,0,0,0,1,0,0,0
CN105480076A,0,0,0,0,1,0,0,0
CN105835684A,0,0,0,0,1,0,0,0
US20150105205A1,0,0,0,0,1,0,0,0
KR1020180122306A,0,0,0,0,1,0,0,0
US9290089,0,0,0,0,1,0,0,0
WO2019028320A1,0,0,0,0,1,0,0,0
CN109080427A,0,0,0,0,1,0,0,0
EP2062770B1,0,0,0,0,1,0,0,0
US20160129903A1,0,0,0,0,1,0,0,0
DE102015213065A1,0,0,0,0,1,0,0,0
CN106915242A,0,0,0,0,1,0,0,0
CA2348806C,0,0,0,0,1,0,0,0
US9261181,0,0,0,0,1,0,0,0
CN107176024A,0,0,0,0,1,0,0,0
US20020014359A1,0,0,0,0,1,0,0,0
CN108116216A,0,0,0,0,1,0,0,0
DE102017216296A1,0,0,0,0,1,0,0,0
CN105437949A,0,0,0,0,1,0,0,0
US9108528,0,0,0,0,1,0,0,0
US6607466,0,0,0,0,1,0,0,0
CN108621777A,0,0,0,0,1,0,0,0
US5603671,0,0,0,0,1,0,0,0
WO2019115147A1,0,0,0,0,1,0,0,0
CN109505939A,0,0,0,0,1,0,0,0
US20170334296A1,0,0,0,0,1,0,0,0
US7918756,0,0,0,0,1,0,0,0
US7194344,0,0,0,0,1,0,0,0
CN107791822A,0,0,0,0,1,0,0,0
US6591925,0,0,0,0,1,0,0,0
DE102017216305A1,0,0,0,0,1,0,0,0
CN106627096A,0,0,0,0,1,0,0,0
CN107199876A,0,0,0,0,1,0,0,0
US3861484,0,0,0,0,1,0,0,0
CN108382185A,0,0,0,0,1,0,0,0
DE102017222712A1,0,0,0,0,1,0,0,0
AU2002308313A1,0,0,0,0,1,0,0,0
CN106740045A,0,0,0,0,1,0,0,0
US8253359,0,0,0,0,1,0,0,0
DE102017219998A1,0,0,0,0,1,0,0,0
US9676265,0,0,0,0,1,0,0,0
US20110230292A1,0,0,0,0,1,0,0,0
US10017041,0,0,0,0,1,0,0,0
CN107031608A,0,0,0,0,1,0,0,0
US20190248357A1,0,0,0,0,1,0,0,0
DE102018005372A1,0,0,0,0,1,0,0,0
US9919695,0,0,0,0,1,0,0,0
CN107650666A,0,0,0,0,1,0,0,0
US7110867,0,0,0,0,1,0,0,0
US6579202,0,0,0,0,1,0,0,0
US6387004,0,0,0,0,1,0,0,0
JP3494008B2,0,0,0,0,1,0,0,0
US10040439,0,0,0,0,1,0,0,0
US9469184,0,0,0,0,1,0,0,0
US10363919,0,0,0,0,1,0,0,0
US9045033,0,0,0,0,1,0,0,0
US9862262,0,0,0,0,1,0,0,0
US10113617,0,0,0,0,1,0,0,0
CN108274986A,0,0,0,0,1,0,0,0
CN107009867A,0,0,0,0,1,0,0,0
DE102016218770A1,0,0,0,0,1,0,0,0
DE102017219112A1,0,0,0,0,1,0,0,0
WO2018215346A1,0,0,0,0,1,0,0,0
CN108189660A,0,0,0,0,1,0,0,0
CN107234962A,0,0,0,0,1,0,0,0
EP3142886A1,0,0,0,0,1,0,0,0
DE102015223291A1,0,0,0,0,1,0,0,0
CN109114198A,0,0,0,0,1,0,0,0
US10116182,0,0,0,0,1,0,0,0
US20190017584A1,0,0,0,0,1,0,0,0
DE102017216301A1,0,0,0,0,1,0,0,0
DE102016211878A1,0,0,0,0,1,0,0,0
US6490511,0,0,0,0,1,0,0,0
US6726588,0,0,0,0,1,0,0,0
US9771060,0,0,0,0,1,0,0,0
CN107933287A,0,0,0,0,1,0,0,0
US10099680,0,0,0,0,1,0,0,0
CN105835685A,0,0,0,0,1,0,0,0
US10208807,0,0,0,0,1,0,0,0
KR101806634B1,0,0,0,0,1,0,0,0
US9162571,0,0,0,0,1,0,0,0
CN107878442A,0,0,0,0,1,0,0,0
WO2018177380A1,0,0,0,0,1,0,0,0
CN106915240A,0,0,0,0,1,0,0,0
US9039556,0,0,0,0,1,0,0,0
US9695575,0,0,0,0,1,0,0,0
DE102016206895A1,0,0,0,0,1,0,0,0
US20090291803A1,0,0,0,0,1,0,0,0
US9731590,0,0,0,0,1,0,0,0
US7216730,0,0,0,0,1,0,0,0
DE102015218591A1,0,0,0,0,1,0,0,0
CN108891251A,0,0,0,0,1,0,0,0
CN107323247A,0,0,0,0,1,0,0,0
CN107199874A,0,0,0,0,1,0,0,0
CN109664748A,0,0,0,0,1,0,0,0
CN107444099A,0,0,0,0,1,0,0,0
FR2786137A1,0,0,0,0,1,0,0,0
JP1997215270A,1,0,0,0,0,1,0,0
US20110120787A1,1,0,0,0,0,1,0,0
JP2018146073A,1,0,0,0,1,0,0,0
US7780563,1,0,0,0,1,0,0,0
JP4139542B2,1,0,0,0,1,0,0,0
JP6137148B2,1,0,0,0,1,0,0,0
JP2004032934A,1,0,0,0,1,0,0,0
JP1998313505A,1,0,0,0,1,0,0,0
JP2000324620A,1,0,0,0,1,0,0,0
JP3870576B2,1,0,0,0,1,0,0,0
JP1994080048A,1,0,0,0,1,0,0,0
US7448976,1,0,0,0,1,0,0,0
JP2019526017A,1,0,0,0,1,0,0,0
DE102018203564A1,1,0,0,0,1,0,0,0
JP2003326992A,1,0,0,0,1,0,0,0
CN206781518U,1,0,0,0,1,0,0,0
JP1997014385A,1,0,0,0,1,0,0,0
JP5379654B2,1,0,0,0,1,0,0,0
JP2019035419A,1,0,0,0,1,0,0,0
CN207644155U,1,0,0,0,1,0,0,0
JP2008514481A,1,0,0,0,1,0,0,0
JP2004254468A,1,0,0,0,1,0,0,0
DE10129488A1,1,0,0,0,1,0,0,0
FR3032392A1,1,0,0,0,1,0,0,0
DE10239102B4,1,0,0,0,1,0,0,0
CN106476599B,1,0,0,0,1,0,0,0
US7126234,1,0,0,0,0,1,0,0
JP2000185568A,1,0,0,0,1,0,0,0
JP2019031201A,1,0,0,0,1,0,0,0
JP2017520458A,1,0,0,0,1,0,0,0
US20070087894A1,1,0,0,0,1,0,0,0
IN394KOL2011A,1,0,0,0,1,0,0,0
JP2004122978A,1,0,0,0,1,0,0,0
JPWO2013080982A1,1,0,0,0,1,0,0,0
CN109795305A,1,0,0,0,1,0,0,0
JP3876503B2,1,0,0,0,1,0,0,0
NL1042199C,1,0,0,0,1,0,0,0
CN107351670A,1,0,0,0,1,0,0,0
JP2012532061A,1,0,0,0,1,0,0,0
JP1995015805A,1,0,0,0,1,0,0,0
JP2018103676A,1,0,0,0,1,0,0,0
JP3144390B2,1,0,0,0,1,0,0,0
CN109203971A,0,0,0,0,1,0,0,0
JP1975085019A,0,0,0,0,1,0,0,0
US10407075,0,0,0,0,1,0,0,0
US7324885,0,0,0,0,1,0,0,0
US20190263243A1,0,0,0,0,1,0,0,0
US10228045,0,0,0,0,1,0,0,0
US7395893,0,0,0,0,1,0,0,0
US20180156316A1,0,0,0,0,1,0,0,0
CN109203969A,0,0,0,0,1,0,0,0
EP1626878B1,0,0,0,0,1,0,0,0
US10081353,0,0,0,0,1,0,0,0
CN109080440A,0,0,0,0,1,0,0,0
US6518736,0,0,0,0,1,0,0,0
DE102016203888A1,0,0,0,0,1,0,0,0
US9333968,0,0,0,0,1,0,0,0
US6251037,0,0,0,0,1,0,0,0
CN108248362A,0,0,0,0,1,0,0,0
CN108001201A,0,0,0,0,1,0,0,0
CN109367384A,0,0,0,0,1,0,0,0
DE102017216320A1,0,0,0,0,1,0,0,0
KR1020170006061A,0,0,0,0,1,0,0,0
CN107933286A,0,0,0,0,1,0,0,0
CN106379157A,0,0,0,0,1,0,0,0
KR101646268B1,0,0,0,0,1,0,0,0
US5788006,0,0,0,0,1,0,0,0
EP1097830B1,0,0,0,0,1,0,0,0
FR2277693A1,0,0,0,0,1,0,0,0
US7562730,0,0,0,0,1,0,0,0
DE102017216308A1,0,0,0,0,1,0,0,0
DE102017222721A1,0,0,0,0,1,0,0,0
DE102017222723A1,0,0,0,0,1,0,0,0
US7582033,0,0,0,0,1,0,0,0
US10183568,0,0,0,0,1,0,0,0
US20190031184A1,0,0,0,0,1,0,0,0
WO2012025202A1,0,0,0,0,1,0,0,0
US9010103,0,0,0,0,1,0,0,0
US9688131,0,0,0,0,1,0,0,0
CN108001202A,0,0,0,0,1,0,0,0
DE102017222710A1,0,0,0,0,1,0,0,0
US20020153727A1,0,0,0,0,1,0,0,0
US10081239,0,0,0,0,1,0,0,0
CN106915246A,0,0,0,0,1,0,0,0
US8052571,0,0,0,0,1,0,0,0
US9174626,0,0,0,0,1,0,0,0
US9597953,0,0,0,0,1,0,0,0
CN107719097A,0,0,0,0,1,0,0,0
EP1224092B1,0,0,0,0,1,0,0,0
US6868926,0,0,0,0,1,0,0,0
CN108482102A,0,0,0,0,1,0,0,0
US9517691,0,0,0,0,1,0,0,0
US9925858,0,0,0,0,1,0,0,0
DE102017216294A1,0,0,0,0,1,0,0,0
CN107020944A,0,0,0,0,1,0,0,0
CN109130819A,0,0,0,0,1,0,0,0
US9994212,0,0,0,0,1,0,0,0
CN107697061A,0,0,0,0,1,0,0,0
US9187082,0,0,0,0,1,0,0,0
US9604629,0,0,0,0,1,0,0,0
KR101316195B1,0,0,0,0,1,0,0,0
US9566916,0,0,0,0,1,0,0,0
US9963139,0,0,0,0,1,0,0,0
US7104617,0,0,0,0,1,0,0,0
US9180874,0,0,0,0,1,0,0,0
US6732526,0,0,0,0,1,0,0,0
US10081267,0,0,0,0,1,0,0,0
US20180072149A1,0,0,0,0,1,0,0,0
CN106042891A,0,0,0,0,1,0,0,0
CN109130830A,0,0,0,0,1,0,0,0
US8622863,0,0,0,0,1,0,0,0
US8838319,0,0,0,0,1,0,0,0
US20030078126A1,0,0,0,0,1,0,0,0
US10053086,0,0,0,0,1,0,0,0
EP1459931B1,0,0,0,0,1,0,0,0
US10369985,0,0,0,0,1,0,0,0
US9604526,0,0,0,0,1,0,0,0
CN105922857A,0,0,0,0,1,0,0,0
CN109305029A,0,0,0,0,1,0,0,0
US7455608,0,0,0,0,1,0,0,0
FR2855102B1,0,0,0,0,1,0,0,0
CN109466311A,0,0,0,0,1,0,0,0
US6278195,0,0,0,0,1,0,0,0
CN109572369A,0,0,0,0,1,0,0,0
US6602157,0,0,0,0,1,0,0,0
WO2019119960A1,0,0,0,0,1,0,0,0
US20170015298A1,0,0,0,0,1,0,0,0
DE102016221796B4,0,0,0,0,1,0,0,0
US8960034,0,0,0,0,1,0,0,0
US6964627,0,0,0,0,1,0,0,0
DE102017222724A1,0,0,0,0,1,0,0,0
CN109466308A,0,0,0,0,1,0,0,0
US8899122,0,0,0,0,1,0,0,0
US9851000,0,0,0,0,1,0,0,0
US9428180,0,0,0,0,1,0,0,0
US7344464,0,0,0,0,1,0,0,0
CN107839466A,0,0,0,0,1,0,0,0
US9944193,0,0,0,0,1,0,0,0
US6664651,0,0,0,0,1,0,0,0
KR101242609B1,0,0,0,0,1,0,0,0
DE102017215170A1,0,0,0,0,1,0,0,0
US6686724,0,0,0,0,1,0,0,0
CN109664873A,0,0,0,0,1,0,0,0
TR201903622T4,1,0,0,0,1,0,0,0
JP3461652B2,1,0,0,0,1,0,0,0
JP2019031215A,1,0,0,0,1,0,0,0
JP5143789B2,1,0,0,0,1,0,0,0
JP1998291421A,1,0,0,0,1,0,0,0
JP1984149824A,1,0,0,0,1,0,0,0
JP1983045921U,1,0,0,0,1,0,0,0
JP3327230B2,1,0,0,0,1,0,0,0
JP2019084937A,1,0,0,0,1,0,0,0
CN207790304U,1,0,0,0,1,0,0,0
JP3346375B2,1,0,0,0,1,0,0,0
JP3646963B2,1,0,0,0,1,0,0,0
WO2015146385A1,1,0,0,0,1,0,0,0
JP3327228B2,1,0,0,0,1,0,0,0
JP2015209907A,1,0,0,0,1,0,0,0
IN10794DELNP2014A,1,0,0,0,1,0,0,0
JP2005090648A,1,0,0,0,1,0,0,0
IDP000052389B,1,0,0,0,1,0,0,0
JP2009143485A,1,0,0,0,1,0,0,0
JP2004210116A,1,0,0,0,1,0,0,0
JP2011140266A,1,0,0,0,1,0,0,0
US7395143,1,0,0,0,1,0,0,0
JP5932520B2,1,0,0,0,1,0,0,0
CN206201953U,1,0,0,0,1,0,0,0
IN10795DELNP2014A,1,0,0,0,1,0,0,0
JP3998025B2,1,0,0,0,1,0,0,0
US7388301,1,0,0,0,1,0,0,0
JP2019026108A,1,0,0,0,1,0,0,0
JP5471202B2,1,0,0,0,1,0,0,0
JP6153887B2,1,0,0,0,1,0,0,0
EP2636567B1,1,0,0,0,1,0,0,0
JP2007177984A,1,0,0,0,1,0,0,0
JP2017180159A,1,0,0,0,1,0,0,0
HU1100638A2,1,0,0,0,1,0,0,0
JP1994024248A,1,0,0,0,1,0,0,0
JP3458752B2,1,0,0,0,1,0,0,0
WO2019093894A3,1,0,0,0,1,0,0,0
JP3815417B2,1,0,0,0,1,0,0,0
NL2019889C,1,0,0,0,1,0,0,0
US9168920,1,0,0,0,1,0,0,0
JP6538502B2,1,0,0,0,1,0,0,0
JP2018131051A,1,0,0,0,1,0,0,0
CN109733178A,1,0,0,0,1,0,0,0
JP2010155517A,1,0,0,0,1,0,0,0
JP6168956B2,1,0,0,0,1,0,0,0
JP3918764B2,1,0,0,0,1,0,0,0
US8647230,0,0,1,0,1,0,0,0
JP1999198603A,0,0,1,0,1,0,0,0
US6945894,0,0,1,0,1,0,0,0
DE102017108529A1,0,0,1,1,0,0,0,0
DE102008008167A1,1,0,0,0,0,1,0,0
FR3071798B1,1,0,1,0,0,0,0,0
JP5600633B2,0,1,1,0,0,0,0,0
US7766789,0,0,0,1,1,0,0,0
WO2007123036A1,0,0,0,1,1,0,0,0
US7690459,0,0,1,0,1,0,0,0
US7008342,0,0,1,0,1,0,0,0
US20140378259A1,0,0,1,0,1,0,0,0
US20190084553A1,0,0,1,0,1,0,0,0
US20150057126A1,0,0,1,0,1,0,0,0
EP3021012A1,0,0,1,0,1,0,0,0
US9068651,0,0,1,0,1,0,0,0
US7220201,0,0,1,0,1,0,0,0
US8112207,0,0,1,0,1,0,0,0
GB2464257A,0,0,1,0,1,0,0,0
US20180134278A1,0,0,1,0,1,0,0,0
US20100018789A1,0,0,1,0,1,0,0,0
DE102013215862A1,0,0,1,0,1,0,0,0
US8374758,0,0,1,0,1,0,0,0
FR3061690B1,1,0,1,0,0,0,0,0
US7434641,0,0,0,1,1,0,0,0
US7998021,0,0,0,1,1,0,0,0
US8195350,0,0,0,1,1,0,0,0
US8246508,0,0,0,1,1,0,0,0
US20190283564A1,0,0,0,0,1,0,0,0
US10407057,0,0,0,0,1,0,0,0
US3566717,0,0,0,0,1,0,0,0
FR3025140B1,0,0,0,0,1,0,0,0
DE102017219124A1,0,0,0,0,1,0,0,0
DE102017216310A1,0,0,0,0,1,0,0,0
WO2013069098A1,0,0,0,0,1,0,0,0
US10272898,0,0,0,0,1,0,0,0
CN109649153A,0,0,0,0,1,0,0,0
US3623568,0,0,0,0,1,0,0,0
WO2006095887A1,0,0,0,0,1,0,0,0
US10246074,0,0,0,0,1,0,0,0
WO2011033245A1,0,0,0,0,1,0,0,0
DE102017218241A1,0,0,0,0,1,0,0,0
DE102017218245A1,0,0,0,0,1,0,0,0
US7909123,0,0,0,0,1,0,0,0
DE102018200295A1,0,0,0,0,1,0,0,0
CN107020943A,0,0,0,0,1,0,0,0
US8810060,0,0,0,0,1,0,0,0
CN109649150A,0,0,0,0,1,0,0,0
US6090005,0,0,0,0,1,0,0,0
CN109383266A,0,0,0,0,1,0,0,0
CN107696846A,0,0,0,0,1,0,0,0
WO2018117902A1,0,0,0,0,1,0,0,0
CN109383263A,0,0,0,0,1,0,0,0
US6827165,0,0,0,0,1,0,0,0
US9758151,0,0,0,0,1,0,0,0
US9682696,0,0,0,0,1,0,0,0
CN109334429A,0,0,0,0,1,0,0,0
US7530912,0,0,0,0,1,0,0,0
US3732751,0,0,0,0,1,0,0,0
US20040092353A1,0,0,0,0,1,0,0,0
US20190118800A1,0,0,0,0,1,0,0,0
US6356817,0,0,0,0,1,0,0,0
WO2017107846A1,0,0,0,0,1,0,0,0
CN108248363A,0,0,0,0,1,0,0,0
US9643594,0,0,0,0,1,0,0,0
CN107654591A,0,0,0,0,1,0,0,0
CN105946561A,0,0,0,0,1,0,0,0
CN106080167A,0,0,0,0,1,0,0,0
US7287612,0,0,0,0,1,0,0,0
CN108638834A,0,0,0,0,1,0,0,0
WO2013041145A1,0,0,0,0,1,0,0,0
CN109203970A,0,0,0,0,1,0,0,0
DE102018200296A1,0,0,0,0,1,0,0,0
US10308241,0,0,0,0,1,0,0,0
US5915489,0,0,0,0,1,0,0,0
CN108909431A,0,0,0,0,1,0,0,0
US7395889,0,0,0,0,1,0,0,0
US7192382,0,0,0,0,1,0,0,0
KR1020190080478A,0,0,0,0,1,0,0,0
US20170057491A1,0,0,0,0,1,0,0,0
CN109080436A,0,0,0,0,1,0,0,0
US20170274753A1,0,0,0,0,1,0,0,0
DE102018007157A1,0,0,0,0,1,0,0,0
CN108215762A,0,0,0,0,1,0,0,0
US10214200,0,0,0,0,1,0,0,0
CN106314125A,0,0,0,0,1,0,0,0
CN109080437A,0,0,0,0,1,0,0,0
KR1020190080487A,0,0,0,0,1,0,0,0
KR101924368B1,0,0,0,0,1,0,0,0
DE10360579A1,0,0,0,0,1,0,0,0
CN107839467A,0,0,0,0,1,0,0,0
US7189177,0,0,0,0,1,0,0,0
DE102015218583A1,0,0,0,0,1,0,0,0
US7081060,0,0,0,0,1,0,0,0
US9026293,0,0,0,0,1,0,0,0
CN106671767A,0,0,0,0,1,0,0,0
SE1150261A1,0,0,0,0,1,0,0,0
US8932181,0,0,0,0,1,0,0,0
US9020675,0,0,0,0,1,0,0,0
US9776623,0,0,0,0,1,0,0,0
KR101795407B1,0,0,0,0,1,0,0,0
CN108501684A,0,0,0,0,1,0,0,0
US9174627,0,0,0,0,1,0,0,0
DE102017220473A1,0,0,0,0,1,0,0,0
US9682693,0,0,0,0,1,0,0,0
DE102016225007A1,0,0,0,0,1,0,0,0
DE102015226211A1,0,0,0,0,1,0,0,0
US10308238,0,0,0,0,1,0,0,0
US9358871,0,0,0,0,1,0,0,0
US6468175,0,0,0,0,1,0,0,0
CN109591567A,0,0,0,0,1,0,0,0
US20150051773A1,0,0,0,0,1,0,0,0
US20190078665A1,0,0,0,0,1,0,0,0
CN108215765A,0,0,0,0,1,0,0,0
US10239416,0,0,0,0,1,0,0,0
DE102017218232A1,0,0,0,0,1,0,0,0
CN109606095A,0,0,0,0,1,0,0,0
CN107856488A,0,0,0,0,1,0,0,0
US20090194347A1,0,0,0,0,1,0,0,0
US10005444,0,0,0,0,1,0,0,0
CN108071756A,0,0,0,0,1,0,0,0
US9809217,0,0,0,0,1,0,0,0
US9682698,0,0,0,0,1,0,0,0
US6371649,0,0,0,0,1,0,0,0
US9174522,0,0,0,0,1,0,0,0
US20170310189A1,0,0,0,0,1,0,0,0
US8849486,0,0,0,0,1,0,0,0
CN109484154A,0,0,0,0,1,0,0,0
DE102017216295A1,0,0,0,0,1,0,0,0
CN104776176A,0,0,0,0,1,0,0,0
CN108327529A,0,0,0,0,1,0,0,0
DE102011087947A1,0,0,0,0,1,0,0,0
WO2018202314A1,0,0,0,0,1,0,0,0
CN108860134A,0,0,0,0,1,0,0,0
US7004868,0,0,0,0,1,0,0,0
US20190152311A1,0,0,0,0,1,0,0,0
US20190248223A1,0,0,0,0,1,0,0,0
CN109130831A,0,0,0,0,1,0,0,0
US20030073534A1,0,0,0,0,1,0,0,0
CN108045215A,0,0,0,0,1,0,0,0
US7335131,0,0,0,0,1,0,0,0
US20180201251A1,0,0,1,0,1,0,0,0
US20120028752A1,0,0,1,0,1,0,0,0
US20100099532A1,0,0,1,0,1,0,0,0
US20150087457A1,0,0,1,0,1,0,0,0
US8961344,0,0,1,0,1,0,0,0
US7278941,0,0,1,0,1,0,0,0
US20150210269A1,0,0,1,0,1,0,0,0
US7737595,0,0,1,0,1,0,0,0
US9770968,0,0,1,0,1,0,0,0
US7953538,0,0,0,1,1,0,0,0
US7637336,0,0,0,1,1,0,0,0
JP3292120B2,1,0,0,0,1,0,0,0
CN207374105U,1,0,0,0,1,0,0,0
JP2008063975A,1,0,0,0,1,0,0,0
DE102007040342A1,1,0,0,0,1,0,0,0
JP5965677B2,1,0,0,0,1,0,0,0
JP1994050142B2,1,0,0,0,1,0,0,0
JP2004042760A,1,0,0,0,1,0,0,0
AU2002306454A1,1,0,0,0,1,0,0,0
CN106114488B,1,0,1,0,0,0,0,0
US6122587,1,0,1,0,0,0,0,0
US8123655,0,0,0,1,1,0,0,0
JP2010111283A,0,0,0,1,1,0,0,0
US20090124454A1,0,0,0,1,1,0,0,0
