Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/405,B60K2006/4825,Y02T10/6252,B60K6/42
BRPI0417898B1,1,0,1,0,0,0,0
JP5652414B2,1,0,1,0,0,0,0
JP2000289473A,1,0,1,0,0,0,0
DE102009033210A1,1,0,1,0,0,0,0
JP2002262406A,1,0,1,0,0,0,0
WO2016159846A1,1,0,1,0,0,0,0
JP2012228982A,1,0,1,0,0,0,0
WO2011162056A1,1,0,1,0,0,0,0
JP3946437B2,1,0,1,0,0,0,0
JP2010500206A,1,0,1,0,0,0,0
JP2000055186A,1,0,1,0,0,0,0
JP2002195376A,1,0,1,0,0,0,0
JP6296637B2,1,0,1,0,0,0,0
IN10554DELNP2013A,1,0,1,0,0,0,0
JP2000324608A,1,0,1,0,0,0,0
JP5198348B2,1,0,1,0,0,0,0
JP2006090347A,1,0,1,0,0,0,0
US6852053,1,0,1,0,0,0,0
JP2008302754A,1,0,1,0,0,0,0
JP2002301939A,1,0,1,0,0,0,0
JP2014015205A,1,0,1,0,0,0,0
JP1997289706A,1,0,1,0,0,0,0
JP1976045738B1,1,0,1,0,0,0,0
JP2016175478A,1,0,1,0,0,0,0
US6501190,1,0,0,1,0,0,0
JP3780717B2,1,0,0,0,0,1,0
JP2019123411A,1,0,1,0,0,0,0
WO2019166044A1,1,0,1,0,0,0,0
JP1996266012A,1,0,1,0,0,0,0
JP3188607U,1,0,1,0,0,0,0
JP4316480B2,1,0,1,0,0,0,0
JP2009248730A,1,0,1,0,0,0,0
JP2000287304A,1,0,1,0,0,0,0
EP2179879B1,1,0,1,0,0,0,0
IN8741DELNP2015A,1,0,1,0,0,0,0
JP4292730B2,1,0,1,0,0,0,0
CN208896853U,1,0,1,0,0,0,0
JP1996300961A,1,0,1,0,0,0,0
JP2019043521A,1,0,1,0,0,0,0
JP4500277B2,1,0,1,0,0,0,0
JP4293545B2,1,0,1,0,0,0,0
JP4152937B2,1,0,1,0,0,0,0
JP4707072B2,1,0,1,0,0,0,0
JP6218759B2,1,0,1,0,0,0,0
JP3541705B2,1,0,1,0,0,0,0
AU2002249074A1,1,0,1,0,0,0,0
JP5734412B2,1,0,1,0,0,0,0
JP3534077B2,1,0,1,0,0,0,0
JP4930029B2,1,0,1,0,0,0,0
JP2014097707A,1,0,1,0,0,0,0
JP2007177952A,1,0,1,0,0,0,0
JP6192927B2,1,0,1,0,0,0,0
JP3384338B2,1,0,1,0,0,0,0
WO2019185262A1,1,0,1,0,0,0,0
EP3535152A1,1,0,1,0,0,0,0
CN209320677U,1,0,1,0,0,0,0
JP2018167670A,1,0,1,0,0,0,0
EP2662277B1,1,0,1,0,0,0,0
JP3633409B2,1,0,1,0,0,0,0
JP2005053402A,1,0,1,0,0,0,0
JP3906604B2,1,0,1,0,0,0,0
FR2963584B1,1,0,1,0,0,0,0
WO2013065468A1,1,0,1,0,0,0,0
DE102007019988A1,1,0,1,0,0,0,0
JP3852233B2,1,0,1,0,0,0,0
JP2015205526A,1,0,1,0,0,0,0
JP3541875B2,1,0,1,0,0,0,0
CN100523564C,1,0,1,0,0,0,0
JP2006151307A,1,0,1,0,0,0,0
JP3327229B2,1,0,1,0,0,0,0
IN10541DELNP2013A,1,0,1,0,0,0,0
JP2018203080A,1,0,1,0,0,0,0
DE10058936B4,1,0,1,0,0,0,0
DE112009002710A1,1,0,1,0,0,0,0
BRPI0511219A2,1,0,1,0,0,0,0
US9653959,1,0,0,0,1,0,0
AT516038B1,1,0,0,0,1,0,0
US10112474,1,0,0,0,1,0,0
EP3485183A1,1,0,0,0,1,0,0
US7845444,1,0,0,1,0,0,0
FR3060082A1,1,0,0,0,1,0,0
FR3060082B1,1,0,0,0,1,0,0
US10369877,1,0,0,0,1,0,0
US9499049,1,0,0,0,1,0,0
WO2018086858A1,1,0,0,0,1,0,0
US7509802,1,0,0,1,0,0,0
US7682285,1,0,0,1,0,0,0
WO2018158029A1,1,0,0,0,1,0,0
WO2017215703A1,1,0,0,0,1,0,0
WO2018224258A1,1,0,0,0,1,0,0
US10428909,1,0,0,0,1,0,0
JP4375260B2,0,1,1,0,0,0,0
CN207594721U,0,1,1,0,0,0,0
JP1997215270A,1,0,0,1,0,0,0
US20110120787A1,1,0,0,1,0,0,0
US7126234,1,0,0,1,0,0,0
US10150464,1,0,0,1,0,0,0
DE102008008167A1,1,0,0,1,0,0,0
APP2015008215A0,1,0,0,1,0,0,0
FR3071798B1,1,0,1,0,0,0,0
US6962550,1,0,1,0,0,0,0
JP5600633B2,0,1,1,0,0,0,0
CN106915248B,0,1,1,0,0,0,0
JP5378052B2,0,1,1,0,0,0,0
JP3552707B2,0,1,1,0,0,0,0
FR3061690B1,1,0,1,0,0,0,0
CN106114488B,1,0,1,0,0,0,0
US6122587,1,0,1,0,0,0,0
FR3008039B1,1,0,1,0,0,0,0
FR3071797A1,1,0,1,0,0,0,0
DE102014208795A1,1,0,0,1,0,0,0
US20180180164A1,1,0,0,1,0,0,0
US7610973,1,0,0,1,0,0,0
US8226523,1,0,0,1,0,0,0
WO2009144149A1,1,0,0,1,0,0,0
US8092196,1,0,0,1,0,0,0
US7911161,1,0,0,1,0,0,0
EP1347210B1,1,0,0,1,0,0,0
FR3061689B1,1,0,1,0,0,0,0
US6008606,1,0,1,0,0,0,0
JP1999191389A,1,0,1,0,0,0,0
EP2749443B1,1,0,1,0,0,0,0
US8091661,1,0,1,0,0,0,0
EP2536583B1,1,0,1,0,0,0,0
US8056659,1,0,1,0,0,0,0
US9415760,1,0,0,0,1,0,0
US20180162364A1,1,0,0,0,1,0,0
US20180162406A1,1,0,0,0,1,0,0
DE102015209749A1,1,0,0,0,1,0,0
US20180334038A1,1,0,0,0,1,0,0
DE202015106063U1,1,0,0,0,1,0,0
US9714017,1,0,0,0,1,0,0
EP2969638A1,1,0,0,0,1,0,0
US20180345982A1,1,0,0,0,1,0,0
US9988039,1,0,0,0,1,0,0
FR3051230A1,1,0,0,0,1,0,0
FR3046586A1,1,0,0,0,1,0,0
DE102014219031A1,1,0,0,0,1,0,0
DE102017007820A1,1,0,0,0,1,0,0
DE102015218574A1,1,0,0,0,1,0,0
US20180072178A1,1,0,0,0,1,0,0
DE102017207200A1,1,0,0,0,1,0,0
US10011269,1,0,0,0,1,0,0
DE102015218587A1,1,0,0,0,1,0,0
CN108944907A,1,0,0,0,1,0,0
DE102017210572A1,1,0,0,0,1,0,0
GB2513612B,1,0,0,0,1,0,0
US10012200,1,0,0,0,1,0,0
US9610859,1,0,0,0,1,0,0
US10093184,1,0,0,0,1,0,0
US10320252,1,0,0,0,1,0,0
DE102016007609A1,1,0,0,0,1,0,0
US9528457,1,0,0,0,1,0,0
US20160146332A1,1,0,0,0,1,0,0
DE102017206804A1,1,0,0,0,1,0,0
DE102017202448A1,1,0,0,0,1,0,0
US20190293153A1,1,0,0,0,1,0,0
US20180335007A1,1,0,0,0,1,0,0
US20180257475A1,1,0,0,0,1,0,0
FR3069497B1,1,0,0,0,1,0,0
DE102017201174A1,1,0,0,0,1,0,0
DE102015218592A1,1,0,0,0,1,0,0
DE102017202340A1,1,0,0,0,1,0,0
US10150467,1,0,0,0,1,0,0
US20190001957A1,1,0,0,0,1,0,0
DE102017200791A1,1,0,0,0,1,0,0
US9403443,1,0,0,0,1,0,0
DE102017201307A1,1,0,0,0,1,0,0
US9222576,1,0,0,0,1,0,0
DE102017206800A1,1,0,0,0,1,0,0
US10106040,1,0,0,0,1,0,0
DE102015221487A1,1,0,0,0,1,0,0
US10018252,1,0,0,0,1,0,0
DE102017207198A1,1,0,0,0,1,0,0
DE102013009277A1,1,0,0,0,1,0,0
WO2016165701A1,1,0,0,0,1,0,0
US20170136863A1,1,0,0,0,1,0,0
US9475487,1,0,0,0,1,0,0
DE102017202614A1,1,0,0,0,1,0,0
US20180290645A1,1,0,0,0,1,0,0
US20190023256A1,1,0,0,0,1,0,0
DE102017200798A1,1,0,0,0,1,0,0
US20180051598A1,1,0,0,0,1,0,0
US20180154883A1,1,0,0,0,1,0,0
WO2018162812A1,1,0,0,0,1,0,0
DE102016208932A1,1,0,0,0,1,0,0
DE102017209081A1,1,0,0,0,1,0,0
DE102015219870A1,1,0,0,0,1,0,0
US20180051782A1,1,0,0,0,1,0,0
DE102016221118A1,1,0,0,0,1,0,0
FR3067682A1,1,0,0,0,1,0,0
US20190161072A1,1,0,0,0,1,0,0
FR3067314B1,1,0,0,0,1,0,0
US10125848,1,0,0,0,1,0,0
US20180194340A1,1,0,0,0,1,0,0
DE102017102579A1,1,0,0,0,1,0,0
FR3067679B1,1,0,0,0,1,0,0
DE102017201175A1,1,0,0,0,1,0,0
FR3067682B1,1,0,0,0,1,0,0
FR3073189A1,1,0,0,0,1,0,0
DE102017202344A1,1,0,0,0,1,0,0
US20170002708A1,1,0,0,0,1,0,0
US10071768,1,0,0,0,1,0,0
US20190241175A1,1,0,0,0,1,0,0
DE102017205881A1,1,0,0,0,1,0,0
FR3068942B1,1,0,0,0,1,0,0
US9925975,1,0,0,0,1,0,0
US9540788,1,0,0,0,1,0,0
DE102017202456A1,1,0,0,0,1,0,0
US10018253,1,0,0,0,1,0,0
US9561726,1,0,0,0,1,0,0
CN108134476A,1,0,0,0,1,0,0
DE102017008275A1,1,0,0,0,1,0,0
DE202015104645U1,1,0,0,0,1,0,0
US10189466,1,0,0,0,1,0,0
DE102017207196A1,1,0,0,0,1,0,0
US10017047,1,0,0,0,1,0,0
WO2017086803A3,1,0,0,0,1,0,0
DE102015008832A1,1,0,0,0,1,0,0
DE102015218590A1,1,0,0,0,1,0,0
DE102015214266A1,1,0,0,0,1,0,0
DE102015206129A1,1,0,1,0,0,0,0
DE102016217548A1,1,0,1,0,0,0,0
CN105443293B,1,0,1,0,0,0,0
US20180170345A1,0,1,1,0,0,0,0
US8961366,1,0,1,0,0,0,0
DE102017202160A1,1,0,1,0,0,0,0
DE102007048443A1,1,0,1,0,0,0,0
US0913846,1,0,1,0,0,0,0
US9108633,1,0,1,0,0,0,0
DE102017221685A1,1,0,1,0,0,0,0
FR3006384B1,1,0,1,0,0,0,0
US8359145,1,0,1,0,0,0,0
DE102018104474A1,1,0,1,0,0,0,0
DE102017003195A1,1,0,1,0,0,0,0
DE102017114989B3,1,0,1,0,0,0,0
WO2018098515A1,1,0,1,0,0,0,0
US20180162368A1,1,0,1,0,0,0,0
DE102016119912A1,1,0,1,0,0,0,0
US20180326832A1,1,0,1,0,0,0,0
US7723885,1,0,1,0,0,0,0
WO2018109515A1,1,0,1,0,0,0,0
DE102017204971B3,1,0,1,0,0,0,0
US20180106304A1,1,0,1,0,0,0,0
DE102017009704A1,1,0,1,0,0,0,0
DE102015221403A1,1,0,1,0,0,0,0
US10384525,1,0,1,0,0,0,0
US20190016348A1,1,0,1,0,0,0,0
WO2018133998A1,1,0,1,0,0,0,0
DE102015226698A1,1,0,1,0,0,0,0
DE102016222399A1,1,0,1,0,0,0,0
DE102015217196A1,1,0,1,0,0,0,0
KR1020160047178A,1,0,1,0,0,0,0
FR2799251B1,1,0,1,0,0,0,0
DE102014215325A1,1,0,1,0,0,0,0
US8770164,1,0,1,0,0,0,0
ITPC2012000014A1,1,0,1,0,0,0,0
CN106838032A,1,0,1,0,0,0,0
US20170259809A1,1,0,1,0,0,0,0
US20180119808A1,1,0,1,0,0,0,0
IL266233A,1,0,1,0,0,0,0
US7343993,1,0,1,0,0,0,0
CN107825956A,1,0,1,0,0,0,0
CN201511803U,1,1,0,0,0,0,0
JP5401377B2,1,1,0,0,0,0,0
JP5801669B2,1,1,0,0,0,0,0
JP5801551B2,1,1,0,0,0,0,0
JP4237132B2,1,1,0,0,0,0,0
JP2010095152A,1,1,0,0,0,0,0
JP2018047791A,1,1,0,0,0,0,0
JP4007361B2,1,1,0,0,0,0,0
JP2017047790A,1,1,0,0,0,0,0
JP2017052378A,1,1,0,0,0,0,0
JP2016005945A,1,1,0,0,0,0,0
JP6049989B2,1,1,0,0,0,0,0
JP6222074B2,1,1,0,0,0,0,0
JP2017166674A,1,1,0,0,0,0,0
JP2013067265A,1,1,0,0,0,0,0
JP5895574B2,1,1,0,0,0,0,0
JP2017165315A,1,1,0,0,0,0,0
JP2017110691A,1,1,0,0,0,0,0
JP2015123822A,1,1,0,0,0,0,0
JP6476839B2,1,1,0,0,0,0,0
JP5614236B2,1,1,0,0,0,0,0
JP6428228B2,1,1,0,0,0,0,0
JP3852404B2,1,1,0,0,0,0,0
JP5453826B2,1,1,0,0,0,0,0
JP2001272444A,1,1,0,0,0,0,0
JP2013133060A,1,1,0,0,0,0,0
JP3721352B2,1,1,0,0,0,0,0
JP4581302B2,1,1,0,0,0,0,0
JP2012016972A,1,1,0,0,0,0,0
JP2010179858A,1,1,0,0,0,0,0
JP6003112B2,1,1,0,0,0,0,0
JP2015085762A,1,1,0,0,0,0,0
JP5736850B2,1,1,0,0,0,0,0
CN103879274A,1,1,0,0,0,0,0
CN206718952U,1,1,0,0,0,0,0
JP6146973B2,1,1,0,0,0,0,0
JP2012106535A,1,1,0,0,0,0,0
JP3807369B2,1,1,0,0,0,0,0
JP6496588B2,1,1,0,0,0,0,0
JP2006273516A,1,1,0,0,0,0,0
JP2016031087A,1,1,0,0,0,0,0
JP6096697B2,1,1,0,0,0,0,0
JP3951138B2,1,1,0,0,0,0,0
JP5672944B2,1,1,0,0,0,0,0
JP5760378B2,1,1,0,0,0,0,0
JP2015143050A,1,1,0,0,0,0,0
CN101927691A,1,1,0,0,0,0,0
AT511858B1,1,1,0,0,0,0,0
JP2012125051A,1,1,0,0,0,0,0
JP2017165131A,1,1,0,0,0,0,0
JP6422798B2,1,1,0,0,0,0,0
JP2007091054A,1,1,0,0,0,0,0
JP2010132074A,1,1,0,0,0,0,0
JP5823200B2,1,1,0,0,0,0,0
JP2014172531A,1,1,0,0,0,0,0
JP5803182B2,1,1,0,0,0,0,0
JP6229399B2,1,1,0,0,0,0,0
JP2012214179A,1,1,0,0,0,0,0
JP2013172610A,1,1,0,0,0,0,0
JP6043884B2,1,1,0,0,0,0,0
JP2014121947A,1,1,0,0,0,0,0
CA2753930A1,1,1,0,0,0,0,0
JP5011500B2,1,1,0,0,0,0,0
JP5740269B2,1,1,0,0,0,0,0
JP3922157B2,1,1,0,0,0,0,0
JP2014019356A,1,1,0,0,0,0,0
JP5770483B2,1,1,0,0,0,0,0
JP2002144921A,1,1,0,0,0,0,0
JP6036362B2,1,1,0,0,0,0,0
JP5334877B2,1,1,0,0,0,0,0
JP6249819B2,1,1,0,0,0,0,0
JP2014104909A,1,1,0,0,0,0,0
JP5278401B2,1,1,0,0,0,0,0
JP2008222066A,1,1,0,0,0,0,0
JP6020178B2,1,1,0,0,0,0,0
CN202965932U,1,1,0,0,0,0,0
JP5338336B2,1,1,0,0,0,0,0
JP2005146910A,1,1,0,0,0,0,0
JP5218275B2,1,1,0,0,0,0,0
JP2013095149A,1,1,0,0,0,0,0
JP2006118590A,1,1,0,0,0,0,0
JP2011250616A,1,1,0,0,0,0,0
JP2008302852A,1,1,0,0,0,0,0
JP3808489B2,1,1,0,0,0,0,0
JP2002137624A,1,1,0,0,0,0,0
JP5874340B2,1,1,0,0,0,0,0
JP2010188810A,1,1,0,0,0,0,0
JP3700941B2,1,1,0,0,0,0,0
JP6349981B2,1,1,0,0,0,0,0
JP2016097722A,1,1,0,0,0,0,0
JP2014061881A,1,1,0,0,0,0,0
JP6286972B2,1,1,0,0,0,0,0
JP4086053B2,1,1,0,0,0,0,0
JP2005110469A,1,1,0,0,0,0,0
JP2016002889A,1,1,0,0,0,0,0
JP3911889B2,1,1,0,0,0,0,0
JP2014122033A,1,1,0,0,0,0,0
JP4257608B2,1,1,0,0,0,0,0
JP2016107704A,1,1,0,0,0,0,0
JP2012131273A,1,1,0,0,0,0,0
JP2014054106A,1,1,0,0,0,0,0
JP3889407B2,1,1,0,0,0,0,0
JP2013103648A,1,1,0,0,0,0,0
JP2015143062A,1,1,0,0,0,0,0
JP2005024048A,1,1,0,0,0,0,0
CN206475734U,1,1,0,0,0,0,0
JP5794192B2,1,1,0,0,0,0,0
JP2014240210A,1,1,0,0,0,0,0
JP2011219039A,1,1,0,0,0,0,0
JP2017063517A,1,1,0,0,0,0,0
CN206718948U,1,1,0,0,0,0,0
JP2012091631A,1,1,0,0,0,0,0
JP2010269691A,1,1,0,0,0,0,0
JP6329864B2,1,1,0,0,0,0,0
JP2011063089A,1,1,0,0,0,0,0
CN204512316U,1,1,0,0,0,0,0
JP2013216144A,1,1,0,0,0,0,0
JP5109929B2,1,1,0,0,0,0,0
JP2014113934A,1,1,0,0,0,0,0
JP3289562B2,1,1,0,0,0,0,0
JP2001298806A,1,1,0,0,0,0,0
JP2015123926A,1,1,0,0,0,0,0
JP5692307B2,1,1,0,0,0,0,0
JP6207554B2,1,1,0,0,0,0,0
JP2015027854A,1,1,0,0,0,0,0
JP2016124394A,1,1,0,0,0,0,0
JP3716757B2,1,1,0,0,0,0,0
JP2003083106A,1,1,0,0,0,0,0
JP5233659B2,1,1,0,0,0,0,0
CN105196857B,1,1,0,0,0,0,0
JP3371410B2,1,1,0,0,0,0,0
JP3826575B2,1,1,0,0,0,0,0
JP2008239132A,1,1,0,0,0,0,0
JP2017177976A,1,1,0,0,0,0,0
JP5740494B2,1,1,0,0,0,0,0
JP2017081319A,1,1,0,0,0,0,0
JP2011038621A,1,1,0,0,0,0,0
CN203637553U,1,1,0,0,0,0,0
JP2010057339A,1,1,0,0,0,0,0
JP2018052431A,1,1,0,0,0,0,0
JP5243571B2,1,1,0,0,0,0,0
JP3721443B2,1,1,0,0,0,0,0
JP5293268B2,1,1,0,0,0,0,0
JP2012001122A,1,1,0,0,0,0,0
CN106004406B,1,1,0,0,0,0,0
JP2005231526A,1,1,0,0,0,0,0
JP2008038875A,1,1,0,0,0,0,0
JP2014061750A,1,1,0,0,0,0,0
JP3891084B2,1,1,0,0,0,0,0
CN201325318Y,1,1,0,0,0,0,0
JP2014119071A,1,1,0,0,0,0,0
JP4200635B2,1,1,0,0,0,0,0
JP5819092B2,1,1,0,0,0,0,0
JP5401967B2,1,1,0,0,0,0,0
CN102259584B,1,1,0,0,0,0,0
JP4075311B2,1,1,0,0,0,0,0
JP2010280334A,1,1,0,0,0,0,0
JP2013082265A,1,1,0,0,0,0,0
JP2018040478A,1,1,0,0,0,0,0
JP5609758B2,1,1,0,0,0,0,0
JP6038743B2,1,1,0,0,0,0,0
JP2003169403A,1,1,0,0,0,0,0
JP2010285062A,1,1,0,0,0,0,0
JP2003209906A,1,1,0,0,0,0,0
JP6070577B2,1,1,0,0,0,0,0
JP2002149244A,1,1,0,0,0,0,0
JP6302269B2,1,1,0,0,0,0,0
JP2006120334A,1,1,0,0,0,0,0
JP1999013504A,1,1,0,0,0,0,0
JP5939196B2,1,1,0,0,0,0,0
JP2014091438A,1,1,0,0,0,0,0
JP4442581B2,1,1,0,0,0,0,0
JP5550524B2,1,1,0,0,0,0,0
JP4055541B2,1,1,0,0,0,0,0
JP1999169509A,1,1,0,0,0,0,0
JP4454031B2,1,1,0,0,0,0,0
CN204956075U,1,1,0,0,0,0,0
CN102092271B,1,1,0,0,0,0,0
JP2011207300A,1,1,0,0,0,0,0
JP2014094691A,1,1,0,0,0,0,0
JP3852228B2,1,1,0,0,0,0,0
JP2000224710A,1,1,0,0,0,0,0
JP2016043883A,1,1,0,0,0,0,0
JP5759835B2,1,1,0,0,0,0,0
JP4853279B2,1,1,0,0,0,0,0
JP5742665B2,1,1,0,0,0,0,0
JP2009100566A,1,1,0,0,0,0,0
JP3588090B2,1,1,0,0,0,0,0
JP4337771B2,1,1,0,0,0,0,0
JP2011097706A,1,1,0,0,0,0,0
JP2014034284A,1,1,0,0,0,0,0
JP6511922B2,1,1,0,0,0,0,0
JP2016113093A,1,1,0,0,0,0,0
JP2016115608A,1,1,0,0,0,0,0
JP4064042B2,1,1,0,0,0,0,0
JP2017030375A,1,1,0,0,0,0,0
JP6387615B2,1,1,0,0,0,0,0
JP2018113815A,1,1,0,0,0,0,0
JP2013049297A,1,1,0,0,0,0,0
JP6449925B2,1,1,0,0,0,0,0
JP2002172944A,1,1,0,0,0,0,0
CN207697480U,1,1,0,0,0,0,0
JP4135302B2,1,1,0,0,0,0,0
JP2016113039A,1,1,0,0,0,0,0
JP2015140044A,1,1,0,0,0,0,0
JP5824816B2,1,1,0,0,0,0,0
JP2005028968A,1,1,0,0,0,0,0
JP6331749B2,1,1,0,0,0,0,0
JP5278402B2,1,1,0,0,0,0,0
JP2005155862A,1,1,0,0,0,0,0
JP4877383B2,1,1,0,0,0,0,0
JP2017178006A,1,1,0,0,0,0,0
JP4306616B2,1,1,0,0,0,0,0
JP2015090011A,1,1,0,0,0,0,0
JP3747842B2,1,1,0,0,0,0,0
CN101096180A,1,1,0,0,0,0,0
JP2013180720A,1,1,0,0,0,0,0
JP6098036B2,1,1,0,0,0,0,0
JP2011255763A,1,1,0,0,0,0,0
JP2013169863A,1,1,0,0,0,0,0
JP6308038B2,1,1,0,0,0,0,0
JP2013056627A,1,1,0,0,0,0,0
CN104760496A,1,1,0,0,0,0,0
JP5233642B2,1,1,0,0,0,0,0
JP5250540B2,1,1,0,0,0,0,0
CN204801489U,1,1,0,0,0,0,0
JP2002120569A,1,1,0,0,0,0,0
JP4003253B2,1,1,0,0,0,0,0
JP3333488B2,1,1,0,0,0,0,0
JP3668838B2,1,1,0,0,0,0,0
JP2001271673A,1,1,0,0,0,0,0
JP5176935B2,1,1,0,0,0,0,0
JP3710618B2,1,1,0,0,0,0,0
JP5200733B2,1,1,0,0,0,0,0
JP4165758B2,1,1,0,0,0,0,0
JP5732305B2,1,1,0,0,0,0,0
CN204623112U,1,1,0,0,0,0,0
JP6510859B2,1,1,0,0,0,0,0
JP5998921B2,1,1,0,0,0,0,0
JP5104775B2,1,1,0,0,0,0,0
JP2013203260A,1,1,0,0,0,0,0
JP4593253B2,1,1,0,0,0,0,0
JP2001287555A,1,1,0,0,0,0,0
JP2014184894A,1,1,0,0,0,0,0
JP3772338B2,1,1,0,0,0,0,0
JP5332913B2,1,1,0,0,0,0,0
JP2017165260A,1,1,0,0,0,0,0
JP6406064B2,1,1,0,0,0,0,0
JP5560480B2,1,1,0,0,0,0,0
JP3997944B2,1,1,0,0,0,0,0
JP2002187426A,1,1,0,0,0,0,0
JP2012131292A,1,1,0,0,0,0,0
CN203237024U,1,1,0,0,0,0,0
JP2002010410A,1,1,0,0,0,0,0
JP2018144727A,1,1,0,0,0,0,0
JP2010241330A,1,1,0,0,0,0,0
JP3856012B2,1,1,0,0,0,0,0
JP6424576B2,1,1,0,0,0,0,0
CN103863090A,1,1,0,0,0,0,0
JP3372002B2,1,1,0,0,0,0,0
JP5822384B2,1,1,0,0,0,0,0
JP2018043656A,1,1,0,0,0,0,0
JP5040461B2,1,1,0,0,0,0,0
JP5309967B2,1,1,0,0,0,0,0
JP5659691B2,1,1,0,0,0,0,0
JP1997099416A,1,1,0,0,0,0,0
JP4974210B2,1,1,0,0,0,0,0
JP5336998B2,1,1,0,0,0,0,0
ES2341824B1,1,1,0,0,0,0,0
JP3994966B2,1,1,0,0,0,0,0
JP3992013B2,1,1,0,0,0,0,0
JP2012061898A,1,1,0,0,0,0,0
JP2017213932A,1,1,0,0,0,0,0
JP6036328B2,1,1,0,0,0,0,0
JP6115808B2,1,1,0,0,0,0,0
JP4123691B2,1,1,0,0,0,0,0
JP5291414B2,1,1,0,0,0,0,0
JP3948138B2,1,1,0,0,0,0,0
JP2017223311A,1,1,0,0,0,0,0
JP2016031877A,1,1,0,0,0,0,0
JP4178994B2,1,1,0,0,0,0,0
JP6112759B2,1,1,0,0,0,0,0
CN202935146U,1,1,0,0,0,0,0
JP4078974B2,1,1,0,0,0,0,0
JP2014113902A,1,1,0,0,0,0,0
JP2017100597A,1,1,0,0,0,0,0
CN205344508U,1,1,0,0,0,0,0
JP2017030594A,1,1,0,0,0,0,0
JP2009254161A,1,1,0,0,0,0,0
JP2017185927A,1,1,0,0,0,0,0
CN205311324U,1,1,0,0,0,0,0
JP6232597B2,1,1,0,0,0,0,0
JP6262427B2,1,1,0,0,0,0,0
JP2009284676A,1,1,0,0,0,0,0
JP2018058453A,1,1,0,0,0,0,0
JP5231747B2,1,1,0,0,0,0,0
JP2016116397A,1,1,0,0,0,0,0
JP4314754B2,1,1,0,0,0,0,0
JP2012056484A,1,1,0,0,0,0,0
JP2013086542A,1,1,0,0,0,0,0
JP4051911B2,1,1,0,0,0,0,0
JP6319077B2,1,1,0,0,0,0,0
JP2006112270A,1,1,0,0,0,0,0
CN204567261U,1,1,0,0,0,0,0
JP5332698B2,1,1,0,0,0,0,0
JP3931852B2,1,1,0,0,0,0,0
JP2017081356A,1,1,0,0,0,0,0
CN104999903A,1,1,0,0,0,0,0
JP4858376B2,1,1,0,0,0,0,0
JP5533410B2,1,1,0,0,0,0,0
JP2009292315A,1,1,0,0,0,0,0
JP2011226332A,1,1,0,0,0,0,0
JP2008162346A,1,1,0,0,0,0,0
JP5570350B2,1,1,0,0,0,0,0
JP2010120523A,1,1,0,0,0,0,0
JP4123143B2,1,1,0,0,0,0,0
JP4082337B2,1,1,0,0,0,0,0
JP6109043B2,1,1,0,0,0,0,0
JP5206495B2,1,1,0,0,0,0,0
JP6373329B2,1,1,0,0,0,0,0
CN103818232B,1,1,0,0,0,0,0
JP2017218069A,1,1,0,0,0,0,0
JP2006347339A,1,1,0,0,0,0,0
JP2007261395A,1,1,0,0,0,0,0
JP2014111413A,1,1,0,0,0,0,0
JP5452304B2,1,1,0,0,0,0,0
JP4086077B2,1,1,0,0,0,0,0
JP3783536B2,1,1,0,0,0,0,0
JP2012240566A,1,1,0,0,0,0,0
JP2007331599A,1,1,0,0,0,0,0
JP5983372B2,1,1,0,0,0,0,0
JP5333405B2,1,1,0,0,0,0,0
JP5359335B2,1,1,0,0,0,0,0
JP2004245363A,1,1,0,0,0,0,0
JP2013224058A,1,1,0,0,0,0,0
JP3715997B2,1,1,0,0,0,0,0
JP2018046714A,1,1,0,0,0,0,0
JP5786692B2,1,1,0,0,0,0,0
JP2011063108A,1,1,0,0,0,0,0
CN203945963U,1,1,0,0,0,0,0
JP4200805B2,1,1,0,0,0,0,0
JP3570553B2,1,1,0,0,0,0,0
JP1998023603A,1,1,0,0,0,0,0
JP2015067125A,1,1,0,0,0,0,0
JP6056627B2,1,1,0,0,0,0,0
JP5267102B2,1,1,0,0,0,0,0
JP5417873B2,1,1,0,0,0,0,0
JP2012236564A,1,1,0,0,0,0,0
JP5904872B2,1,1,0,0,0,0,0
JP6118078B2,1,1,0,0,0,0,0
JP5278214B2,1,1,0,0,0,0,0
JP2010006290A,1,1,0,0,0,0,0
JP5429252B2,1,1,0,0,0,0,0
JP2002147263A,1,1,0,0,0,0,0
JP4967706B2,1,1,0,0,0,0,0
JP2009120065A,1,1,0,0,0,0,0
JP6167688B2,1,1,0,0,0,0,0
JP2006325367A,1,1,0,0,0,0,0
JP2006315662A,1,1,0,0,0,0,0
CN205395752U,1,1,0,0,0,0,0
JP6119412B2,1,1,0,0,0,0,0
JP2006262638A,1,1,0,0,0,0,0
JP2017136886A,1,1,0,0,0,0,0
JP5954035B2,1,1,0,0,0,0,0
JP3707219B2,1,1,0,0,0,0,0
JP3675080B2,1,1,0,0,0,0,0
JP2015074294A,1,1,0,0,0,0,0
JP2004092428A,1,1,0,0,0,0,0
JP2017077752A,1,1,0,0,0,0,0
JP6237085B2,1,1,0,0,0,0,0
JP5391702B2,1,1,0,0,0,0,0
JP3954038B2,1,1,0,0,0,0,0
JP3536538B2,1,1,0,0,0,0,0
CN102712245A,1,1,0,0,0,0,0
JP2015044462A,1,1,0,0,0,0,0
